name,Fold_change,log2FC,Pvalue,VIP,regulated
25-Hydroxyvitamin D2-25-glucuronide,0.859827607,-0.217880663,0.324730417,0.435941512,unchanged
Kynuramine,0.85872576,-0.219730625,0.057897098,0.909462772,unchanged
Austalide B,0.858617818,-0.219911984,0.043823221,0.949682186,unchanged
Pubescenol,0.857760823,-0.22135267,0.028069081,1.022333305,unchanged
Macrophorin A,0.857261429,-0.222192861,0.001298367,1.376006557,unchanged
Crispolide,0.857129054,-0.222415655,0.608439314,0.282716582,unchanged
18-Oxocortisol,0.857017293,-0.22260378,0.000312426,1.459982606,unchanged
Linoleamide,0.85693794,-0.222737367,0.155088594,0.671724714,unchanged
"6alpha,9alpha-Difluoroprednisolone-17-butyrate",0.856728491,-0.223090028,0.008648191,1.196671208,unchanged
1-heptadecanoyl-glycero-3-phosphate,0.856696294,-0.223144248,0.673247263,0.227322251,unchanged
Ananasic acid,0.856079363,-0.224183547,0.557855021,0.3180872,unchanged
Choline hydroxide solution,0.856079155,-0.224183898,0.023297023,1.003763616,unchanged
Betaine,0.856063689,-0.224209961,0.104679237,0.81177235,unchanged
Macrocarpal I,0.855810397,-0.224636888,0.063430464,0.891578187,unchanged
3-Hydroxysintaxanthin,0.855669681,-0.224874122,0.001085959,1.425959637,unchanged
Asparaginyl-Aspartate,0.855393308,-0.225340174,0.018689571,1.077352823,unchanged
Uridine diphosphate glucuronic acid,0.855334048,-0.225440125,0.058382718,0.879924448,unchanged
Alkaloid AQC2,0.855150881,-0.225749106,0.014588158,1.112425518,unchanged
S-(2-carboxypropyl)-Cysteamine,0.855122456,-0.225797062,0.059263768,0.885947827,unchanged
3-Thiophenemethanol,0.855053884,-0.225912756,0.003418885,1.282059878,unchanged
4-Pentenyl acetate,0.854287554,-0.227206331,0.265953903,0.501825368,unchanged
4-Hydroxyandrostenedione glucuronide,0.853953724,-0.227770203,0.027826943,1.00718093,unchanged
Cortisol 21-sulfate,0.853823585,-0.22799008,0.001663792,1.358545104,unchanged
"4,4-Dimethyl-14alpha-hydroxymethyl-5alpha-cholesta-8-en-3beta-ol",0.852413016,-0.230375473,0.023410349,1.03150344,unchanged
"3-(5,6,6-Trimethylbicyclo[2.2.1]hept-1-yl)cyclohexanol",0.852277204,-0.23060535,0.441962964,0.365240165,unchanged
Benazeprilat,0.852231419,-0.230682855,0.152812729,0.661161424,unchanged
Isoleucyl-Threonine,0.851938296,-0.231179152,0.000679365,1.417456772,unchanged
"1alpha,3beta,22R-Trihydroxyergosta-5,24E-dien-26-oic acid 3-O-b-D-glucoside 26-O-[b-D-glucosyl-(1->4)-b-D-glucosyl-(1->2)-6-acetyl-b-D-glucosyl] ester",0.851792131,-0.231426692,0.085196839,0.812589358,unchanged
Galabiosylceramide (d18:1/9Z-18:1),0.851744601,-0.231507197,0.303673399,0.52732572,unchanged
Erucic acid,0.851604483,-0.231744551,0.040845486,0.976137773,unchanged
Theaflavin,0.85125832,-0.2323311,0.444100841,0.389847107,unchanged
"1,9-Octacosanediol",0.850905359,-0.232929416,0.400785626,0.354328152,unchanged
Cycloheximide,0.850535313,-0.23355696,0.277251443,0.501343165,unchanged
Astaxanthin,0.850197218,-0.234130556,0.302906029,0.498381779,unchanged
1-(5-Acetyl-2-hydroxyphenyl)-3-methyl-1-butanone,0.849272027,-0.235701363,0.233351732,0.554882883,unchanged
N-Monodemethyl roxithromycin,0.8491963,-0.235830009,0.586413021,0.246205621,unchanged
beta-Bixin,0.849064785,-0.236053457,4.19E-05,1.607876656,unchanged
Clusin,0.84896015,-0.23623126,0.508842866,0.297531286,unchanged
Melilotigenin,0.84892045,-0.236298727,0.044075879,0.970906656,unchanged
Goyaglycoside h,0.848817608,-0.236473511,0.002066863,1.35073596,unchanged
2-Deoxy-D-ribitol,0.848096787,-0.237699177,0.001164815,1.430919365,unchanged
Monoethylhexyl phthalic acid,0.847890042,-0.238050913,0.002822745,1.299937609,unchanged
"(all-Z)-7,10,13-Docosatrienoic acid",0.847390477,-0.238901179,0.353886614,0.442635195,unchanged
Neolactotetraose,0.847180943,-0.239257959,0.26527579,0.547843387,unchanged
Goyaglycoside c,0.846654528,-0.240154687,0.07476723,0.895427255,unchanged
"(S)-2,3-Dihydro-3,5-dihydroxy-2-oxo-3-indoleacetic acid 5-[glucosyl-(1->4)-b-D-glucoside]",0.846201399,-0.240927025,0.534609586,0.30117731,unchanged
Clupanodonyl CoA,0.845662477,-0.241846128,0.448064912,0.34625491,unchanged
3-Methoxytyrosine,0.844638397,-0.243594261,0.272670966,0.525143924,unchanged
Hexanoylcarnitine,0.844103623,-0.244507978,0.005723097,1.20159986,unchanged
"(3b,6a,12b,20S,23E)-Dammar-23-ene-3,6,12,20,25-pentol 6,20-diglucoside",0.843703617,-0.245191809,0.203181807,0.645408079,unchanged
Trypanothione disulfide,0.843595815,-0.245376157,0.651290973,0.215272926,unchanged
Decanoic acid,0.842258977,-0.247664195,0.366555352,0.401584752,unchanged
Panaxydol linoleate,0.841948962,-0.248195314,0.009417707,1.192632832,unchanged
"LysoPE(0:0/22:2(13Z,16Z))",0.841636159,-0.248731407,0.00321836,1.299988839,unchanged
Scillipheosidin 3-[glucosyl-(1->2)-rhamnoside],0.841624706,-0.248751039,0.116721786,0.761534571,unchanged
2-Hydroxymyristoylcarnitine,0.841200868,-0.249477755,0.059481087,0.920520866,unchanged
"(E,E)-2,4-Decadienoic isobutylamide",0.84054225,-0.250607756,8.92E-05,1.55328426,unchanged
"1-(2,6,6-Trimethyl-2-cyclohexen-1-yl)-1,6-heptadien-3-one",0.83970688,-0.252042287,0.002879574,1.293923008,unchanged
Glutaminyl-Tryptophan,0.839291577,-0.252755992,0.079715389,0.868120407,unchanged
3-Allyl-1-cyclohexene,0.838866431,-0.25348698,0.034669387,0.944708851,unchanged
7-Isopropyl-5-methylbicyclo[2.2.2]oct-5-en-2-one,0.838798178,-0.253604367,0.212601023,0.552856194,unchanged
Geosmin,0.838294437,-0.254471039,0.107260415,0.761826876,unchanged
Astemizole,0.838051402,-0.254889361,0.027101431,1.034178174,unchanged
Polyporusterone F,0.837610974,-0.255647751,0.129747439,0.677651004,unchanged
Hesperetin,0.836704235,-0.257210357,0.062839065,0.880120351,unchanged
Cepharadione B,0.836388004,-0.257755724,0.209251889,0.646155936,unchanged
DG(14:0/15:0/0:0),0.836197207,-0.258084871,0.437489223,0.342337036,unchanged
"3a,7b,21-Trihydroxy-5b-cholanoic acid",0.836077536,-0.258291354,4.01E-05,1.607863743,unchanged
8-Hydroxythioguanine,0.835849309,-0.258685224,0.005976691,1.210358125,unchanged
MG(18:0/0:0/0:0),0.835713672,-0.258919357,0.019327873,1.088516409,unchanged
Pregnenolone sulfate,0.83567527,-0.258985651,0.431399508,0.375354565,unchanged
4-Acetylzearalenone,0.83551507,-0.259262245,0.003269008,1.276336022,unchanged
Cinncassiol C3,0.835488875,-0.259307476,0.000761512,1.433680586,unchanged
"MG(0:0/22:4(7Z,10Z,13Z,16Z)/0:0)",0.835395567,-0.259468608,0.361370735,0.489372124,unchanged
"13,14-Dihydro PGF-1a",0.835017949,-0.260120885,0.026910445,1.043011914,unchanged
3-(2-Heptenyloxy)-2-hydroxypropyl undecanoate,0.834372712,-0.26123612,0.001531433,1.325373986,unchanged
Leukotriene E3,0.833739556,-0.262331311,0.048231212,0.900535833,unchanged
Kuwanon Y,0.833674847,-0.262443287,0.030115261,1.048147385,unchanged
Carbetocin,0.833224645,-0.263222583,0.284111873,0.51457685,unchanged
Myricanol 5-(6-galloylglucoside),0.833098769,-0.263440549,0.113689593,0.772762595,unchanged
Estrone glucuronide,0.83270327,-0.264125605,0.289516066,0.495541571,unchanged
"3 beta,7 alpha-Dihydroxy-5-cholestenoate",0.83246419,-0.264539882,0.008496536,1.181310829,unchanged
Alectrol,0.832150255,-0.265084047,0.006864866,1.210795965,unchanged
5-phospho-beta-D-ribosylaminium(1-),0.831932754,-0.265461176,0.013243651,1.103004431,unchanged
Nateglinide,0.83185615,-0.265594025,0.757404118,0.121744503,unchanged
octanoate radical,0.831536267,-0.266148907,0.274880548,0.516980761,unchanged
Vanilloloside,0.830780959,-0.267459944,0.412966932,0.384437737,unchanged
NAD,0.829065276,-0.270442399,0.251720473,0.53955828,unchanged
Niacinamide,0.82903723,-0.270491205,0.045202066,0.909208478,unchanged
Isospathulenol,0.82902257,-0.270516716,0.162102491,0.635361602,unchanged
Cer(d18:0/14:0),0.828998782,-0.270558113,0.11839056,0.778142441,unchanged
7 alpha-Hydroxy-3-oxo-4-cholestenoate,0.828738143,-0.271011771,0.398390286,0.390593339,unchanged
Erinacine C,0.828596122,-0.271259026,0.01520974,1.159210489,unchanged
6-Thioguanosine monophosphate,0.828422475,-0.271561401,0.001762958,1.406776349,unchanged
di-Hydroxymelatonin,0.827856902,-0.272546681,0.55309702,0.314723141,unchanged
Glabrolide,0.827831346,-0.272591217,0.001709182,1.36143246,unchanged
Oleoside 11-methyl ester,0.82772237,-0.272781146,0.053553172,0.857318981,unchanged
(9E)-10-nitrooctadecenoic Acid,0.827654551,-0.272899358,0.004880395,1.215888567,unchanged
"(+)-(1R,2R)-1,2-Diphenylethane-1,2-diol",0.827334286,-0.273457723,0.883100774,0.084586492,unchanged
LysoPE(0:0/16:0),0.827214218,-0.273667112,0.006274595,1.214083173,unchanged
L-2-Amino-4-methylenepentanedioic acid,0.82717092,-0.273742627,0.00039498,1.512871276,unchanged
Undecanoylcholine,0.826444469,-0.275010211,0.002896692,1.291013314,unchanged
Schidigeragenin B,0.826439314,-0.27501921,0.241936612,0.565295517,unchanged
Kiwiionoside,0.826426643,-0.275041329,0.001737926,1.396816914,unchanged
Cholesterol glucuronide,0.825681195,-0.276343247,0.089679577,0.791975511,unchanged
Dynorphin A 9-17,0.825166969,-0.277242023,0.008350482,1.206678932,unchanged
Trihexosylceramide (d18:1/18:0),0.825095482,-0.277367014,0.004731552,1.193962919,unchanged
Calcipotriol,0.824195169,-0.278942087,0.316270167,0.469124988,unchanged
"PE(22:4(7Z,10Z,13Z,16Z)/P-18:0)",0.823142699,-0.280785539,0.449833569,0.391651739,unchanged
TetraHCA,0.823064066,-0.280923362,0.010890713,1.211504632,unchanged
"PC(20:3(5Z,8Z,11Z)/24:1(15Z))",0.822924449,-0.281168109,0.589090652,0.285331858,unchanged
Neoacrimarine A,0.822372409,-0.282136232,0.006129531,1.232572292,unchanged
"(3beta,4alpha,5alpha)-4-Methyl-8(14)-cholesten-3-ol",0.822037623,-0.282723671,0.015872506,1.117290684,unchanged
"1,21-Heneicosanediol",0.821260551,-0.284088094,0.308106576,0.517312563,unchanged
2(R)-hydroxydocosanoic acid,0.820755999,-0.284974705,0.082190052,0.855159772,unchanged
Veranisatin A,0.820568384,-0.285304526,0.523835407,0.344718855,unchanged
4-Hydroxyphenytoin,0.820396789,-0.28560625,0.014570877,1.157981088,unchanged
4-Hydroxystyrene,0.819887776,-0.286501643,0.105449843,0.740096921,unchanged
beta-Solamarine,0.819737478,-0.286766136,0.044617242,0.952729422,unchanged
CMP-N-glycoloyl-beta-neuraminate(2-),0.819569624,-0.28706158,0.07901872,0.839635337,unchanged
Pitheduloside D,0.818822278,-0.288377741,0.829838674,0.10818954,unchanged
"PE(22:2(13Z,16Z)/P-18:1(11Z))",0.818808618,-0.288401807,0.035907307,0.977556379,unchanged
Acetylcysteine,0.818486706,-0.28896911,0.220529311,0.572519748,unchanged
Piperalol,0.818099728,-0.289651373,0.000200261,1.518939881,unchanged
Perillyl acetate,0.81608867,-0.293202182,0.094687578,0.790238649,unchanged
"N,O-Didesmethylvenlafaxine",0.816032845,-0.293300873,0.004292027,1.256586429,unchanged
Sphingosine,0.81571437,-0.293864027,0.003350976,1.287828415,unchanged
()-Ribaline,0.815512222,-0.294221596,0.005335866,1.229935187,unchanged
Artabsinolide A,0.815406629,-0.294408409,0.001900929,1.371052062,unchanged
"4,4-Dimethyl-5a-cholesta-8-en-3b-ol",0.815172905,-0.294821995,0.426857405,0.358535046,unchanged
S-Hexylglutathione,0.814771491,-0.295532593,0.131722747,0.751913483,unchanged
Cinncassiol C1 19-glucoside,0.814371079,-0.296241767,0.057625739,0.939797273,unchanged
C16 Sphingosine,0.814096204,-0.296728802,0.303572404,0.523583567,unchanged
Tricosanoylglycine,0.813964786,-0.296961713,0.072252503,0.86158862,unchanged
3'-AMP,0.813858624,-0.29714989,0.002933816,1.336274263,unchanged
"DG(18:1(11Z)/20:2(11Z,14Z)/0:0)",0.813317993,-0.298108564,0.185407056,0.667104707,unchanged
"2-Propyl-2,4-pentadienoic acid",0.812346647,-0.299832605,0.017261186,1.107799782,unchanged
"Ethyl 2-methyl-3,4-pentadienoate",0.811682536,-0.301012522,0.021758433,1.080713022,unchanged
2-Heptadecylfuran,0.811235017,-0.301808167,0.270187967,0.544934702,unchanged
Deoxynivalenol 3-glucoside,0.811232067,-0.301813414,0.047296021,0.98382562,unchanged
Lanthionine ketimine,0.810813945,-0.302557193,0.045999402,0.930007787,unchanged
2-Aminomuconic acid semialdehyde,0.810684032,-0.302788368,0.04111462,0.981254743,unchanged
Carpaine,0.810506776,-0.303103847,0.005351624,1.20530594,unchanged
Lansioside A,0.809861661,-0.304252604,0.391734155,0.352346075,unchanged
(3-Nitroamino)alanine,0.809465403,-0.304958675,0.076352516,0.86267178,unchanged
2-Pentadecylfuran,0.8088769,-0.306007934,0.23791486,0.597538922,unchanged
S-Methyl butanethioate,0.80885669,-0.306043981,0.037554438,0.98277821,unchanged
Nb-trans-p-Coumaroylserotonin glucoside,0.808405335,-0.306849252,0.001701224,1.372354025,unchanged
Palmitoleamide,0.808263808,-0.307101846,1.77E-05,1.630932592,unchanged
"(1alpha,3beta,20S,22R,24S,25S)-Pubescenin",0.808244442,-0.307136413,0.029950539,0.997575422,unchanged
"Thiophene-4,5-epoxide",0.808140742,-0.307321528,0.002094997,1.306703751,unchanged
Goshonoside F3,0.807824848,-0.307885572,0.322967629,0.509023926,unchanged
Vignatic acid B,0.807683393,-0.308138219,9.02E-06,1.635270649,unchanged
Rubrofusarin 6-[glucosyl-(1->3)-glucosyl-(1->6)-glucoside],0.807664166,-0.308172563,0.079657482,0.86476402,unchanged
Ceanothine E,0.807656001,-0.308187148,0.259044969,0.526982091,unchanged
Tiglyl-CoA,0.807275298,-0.308867348,0.37674006,0.410854706,unchanged
Momorcharaside B,0.80720963,-0.308984709,0.096157258,0.781362848,unchanged
Secoisolariciresinol,0.80698917,-0.309378782,0.483804899,0.309689783,unchanged
5-hydroxy saxagliptin,0.806829053,-0.30966506,0.39403923,0.397447444,unchanged
Cyclopassifloside III,0.806648164,-0.309988544,0.196098378,0.59441662,unchanged
2-Amino-4-ethoxy-3-hydroxybutanoic acid,0.80634269,-0.310534991,0.136277822,0.690506215,unchanged
12-Hydroxy-12-octadecanoylcarnitine,0.80630943,-0.3105945,0.001444052,1.39855871,unchanged
Hallacridone,0.805971451,-0.311199359,0.285751891,0.540219896,unchanged
alpha-Terpineol propanoate,0.805896626,-0.311333302,0.001427616,1.372330291,unchanged
L-prolyl-L-proline,0.805647746,-0.311778909,0.005390351,1.250790637,unchanged
"2,4-Hexadienyl propionate",0.805328394,-0.312350894,0.020064433,1.083021325,unchanged
lysoPC(6:0),0.80529548,-0.31240986,0.000308728,1.489942395,unchanged
"3b,17a,21-Trihydroxypregnenone",0.805058553,-0.312834379,0.262572938,0.511024448,unchanged
"PE(18:2(9Z,12Z)/16:1(9Z))",0.804736073,-0.313412391,0.000267136,1.500953782,unchanged
3-Mercaptolactate-cysteine disulfide,0.804539277,-0.313765241,0.010793527,1.172013114,unchanged
1-Hydroxy-1-phenyl-3-hexadecanone,0.804368122,-0.314072188,0.035189756,0.998359869,unchanged
Hebevinoside V,0.803550648,-0.315539135,0.031952953,0.947256255,unchanged
Ganoderic acid Mk,0.803142795,-0.31627158,0.12286897,0.742671806,unchanged
Rutalinium,0.802494343,-0.317436872,0.022924836,1.046831898,unchanged
3-Methyl-3-butenyl apiosyl-(1->6)-glucoside,0.801511615,-0.319204668,0.000335983,1.484697718,unchanged
Tasosartan,0.801257331,-0.319662444,0.466531706,0.390117201,unchanged
Isosorbide Dinitrate,0.800252523,-0.321472774,0.074156062,0.883729473,unchanged
"cis- and trans-2-Isobutyl-4-methyl-1,3-dioxolane",0.799709782,-0.32245156,0.007790142,1.187582339,unchanged
Arecoline,0.799562514,-0.322717259,0.188535073,0.644153253,unchanged
Ginsenoside Rh6,0.799178327,-0.323410637,0.007211147,1.260857285,unchanged
Perillyl alcohol,0.798614855,-0.324428187,0.051444137,0.967497296,unchanged
Gamma-Glutamyl Glutamine,0.798307255,-0.324983973,0.014355828,1.11928393,unchanged
N-Stearoyl phenylalanine,0.797457048,-0.326521279,0.231817825,0.561136181,unchanged
2-Methylcyclohexanone,0.797453789,-0.326527175,0.001199028,1.392826358,unchanged
7-(4-Hydroxyphenyl)-1-phenyl-4-hepten-3-one,0.797324075,-0.326761863,0.778800035,0.169682845,unchanged
2-Methylglutaric acid,0.797122698,-0.327126285,0.256247512,0.58697058,unchanged
Ergotamine,0.796795256,-0.327719037,0.01182652,1.14085898,unchanged
Hydroxysepiapterin,0.795854927,-0.329422623,0.134659703,0.689932925,unchanged
3-Epidemissidine,0.79576385,-0.329587734,0.000199676,1.503331304,unchanged
Arginyl-Glutamate,0.794419263,-0.332027489,0.114094433,0.763948387,unchanged
2-(4-Methyl-5-thiazolyl)ethyl decanoate,0.793864845,-0.333034684,0.063541648,0.83577497,unchanged
Docosanol,0.793853516,-0.333055274,0.003213923,1.35465333,unchanged
Momorcharaside A,0.793797011,-0.333157965,0.780091267,0.12228819,unchanged
Sphingosine 1-phosphate,0.793496931,-0.333703451,0.04179841,0.945265566,unchanged
Camellioside C,0.793388203,-0.333901148,0.36228589,0.408957305,unchanged
Estriol-3-glucuronide,0.793239927,-0.334170798,0.001113295,1.382210938,unchanged
"S-(4,5-Dihydro-2-methyl-3-furanyl) ethanethioate",0.792842798,-0.334893253,0.006751118,1.182866406,unchanged
Thiodiacetic acid,0.792465768,-0.335579477,0.057195714,0.873451302,unchanged
Metaxalone,0.792036236,-0.336361659,0.224529535,0.599858127,unchanged
Ophiopogonin C',0.791934104,-0.336547704,0.081597811,0.787626139,unchanged
"(3b,16a,20R)-3,16,20,22,25-Pentahydroxy-5-cucurbiten-11-one 3-[glucosyl-(1->6)-glucoside]",0.791924179,-0.336565786,0.011832484,1.156402985,unchanged
"4-cholesten-7,12,24-triol-3-one",0.791758562,-0.336867532,0.274041734,0.491852438,unchanged
Mulberrofuran A,0.791221986,-0.337845579,0.332357795,0.458147963,unchanged
Saccharin,0.791022196,-0.338209917,0.003417156,1.279427538,unchanged
Heptanoic acid,0.790633179,-0.338919596,0.006979113,1.210722495,unchanged
Teniposide,0.788841769,-0.342192151,0.009955164,1.186377,unchanged
PS(14:0/14:1(9Z)),0.788294912,-0.343192633,0.18635384,0.625901758,unchanged
Azatadine,0.788175464,-0.343411256,0.081688777,0.786362468,unchanged
Adefovir Dipivoxil,0.787600089,-0.34446482,0.394251392,0.402144453,unchanged
Palonosetron,0.787182621,-0.345229725,0.02067604,1.053797834,unchanged
Pantolactone,0.786973675,-0.345612717,0.050602716,0.935797092,unchanged
Musabalbisiane C,0.785758215,-0.347842644,0.008157707,1.175902574,unchanged
4-Butyl-5-propylthiazole,0.785691032,-0.347966002,0.196156875,0.646401074,unchanged
5-Dodecyldihydro-2(3H)-furanone,0.785115952,-0.349022356,0.004870421,1.228360562,unchanged
Ganolucidic acid A,0.785072191,-0.349102772,0.004406955,1.356761634,unchanged
Methoxybrassitin,0.783886241,-0.351283793,0.203813385,0.635599675,unchanged
(3-Methyl-2-butenyl)-benzene,0.783484565,-0.352023242,0.038393094,0.995198233,unchanged
3-Benzoyloxy-6-oxo-12-ursen-28-oic acid,0.78234803,-0.354117556,0.077881259,0.828226809,unchanged
4-Methoxycinnamoyloleanolic acid methyl ester,0.781901911,-0.354940462,0.224127832,0.564950451,unchanged
(8E)-Piperamide-C9:1,0.780801907,-0.356971519,0.28198832,0.489628609,unchanged
Tracheloside,0.780740376,-0.357085215,0.027833151,1.056002236,unchanged
Glycocholic acid,0.780360167,-0.357787957,0.689586572,0.201556193,unchanged
ent-16-Kauren-19-ol acetate,0.780140787,-0.358193594,0.243375502,0.5347332,unchanged
Cyclotricuspidoside C,0.779508525,-0.359363294,0.527251282,0.331906788,unchanged
"4a-Carboxy-4b-methyl-5a-cholesta-8,24-dien-3b-ol",0.779107756,-0.360105219,0.227367755,0.53764812,unchanged
13-HDoHE,0.778887719,-0.360512723,0.02222084,1.005657,unchanged
"10-hydroxy-(2E,8E)-decadien-4-ynoic Acid",0.778347759,-0.361513213,0.019516084,1.048939629,unchanged
"LysoPC(20:3(5Z,8Z,11Z))",0.778014816,-0.362130466,0.007473205,1.213481835,unchanged
"6,7-Dihydro-7-hydroxyciguatoxin",0.777887749,-0.362366109,5.57E-05,1.58967944,unchanged
"12,20-DiHETE",0.777803539,-0.362522295,0.114872943,0.71870576,unchanged
Garcinia lactone dibutyl ester,0.777366378,-0.363333385,0.022934289,1.050408921,unchanged
Muricatacin,0.777296194,-0.363463643,0.025363442,0.996472319,unchanged
"MG(0:0/20:3(5Z,8Z,11Z)/0:0)",0.777000469,-0.364012625,0.064840503,0.846981258,unchanged
