name,mND1,mND2,mND3,mND4,mND5,mND6,mND7,mND8,mND9,mHFD1,mHFD2,mHFD3,mHFD4,mHFD5,mHFD6,mHFD7,mHFD8,mHFD9
Cyanidin 3-glucoside,2.22E-06,3.45E-06,3.04E-06,3.73E-06,6.41E-06,2.29E-06,2.76E-06,6.32E-07,1.15E-06,2.72E-06,7.32E-06,1.16E-07,0,1.92E-06,3.24E-06,7.37E-07,3.12E-08,1.41E-06
N-Cyclopropyl-trans-2-cis-6-nonadienamide,3.97E-07,3.76E-07,1.14E-06,0,0,0,3.38E-07,0,1.70E-06,0,0,0,0,0,0,0,0,0
Linamarin,4.41E-07,1.14E-06,8.13E-07,1.56E-06,1.49E-06,8.72E-07,4.49E-07,9.87E-07,9.13E-07,4.36E-07,1.96E-07,5.97E-07,7.89E-07,2.25E-07,1.92E-07,0,5.23E-07,2.19E-07
6beta-hydroxybudesonide,2.08E-05,7.24E-06,2.40E-06,8.77E-06,6.78E-06,3.70E-06,2.36E-06,4.09E-06,3.82E-06,4.63E-06,1.82E-06,8.06E-07,4.21E-07,2.25E-06,1.95E-06,2.80E-06,1.77E-06,1.94E-06
"DG(14:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",8.85E-07,4.22E-07,4.19E-08,5.63E-07,9.17E-07,6.34E-07,1.87E-07,6.06E-07,3.25E-07,4.16E-07,1.49E-08,0,1.56E-07,3.89E-07,0,0,0,1.54E-07
Momorcharaside B,2.25E-05,2.05E-05,2.76E-05,2.01E-05,2.34E-05,2.11E-05,2.67E-05,2.79E-05,2.31E-05,1.67E-05,1.12E-05,2.30E-05,2.15E-05,1.74E-05,9.99E-06,3.34E-05,2.01E-05,1.86E-05
"6alpha,9alpha-Difluoroprednisolone-17-butyrate",0.000156688,0.000139574,0.00018474,0.000175446,0.00017055,0.000174364,0.000167999,0.000142478,0.000141854,0.000139517,0.000123219,0.000128509,0.00014137,0.000131006,0.000113583,0.000157507,0.000161787,0.000148921
2-Amino-4-ethoxy-3-hydroxybutanoic acid,9.07E-06,8.52E-06,6.99E-06,2.57E-06,4.92E-06,7.39E-06,9.35E-06,7.30E-06,9.84E-06,5.60E-06,5.19E-06,6.26E-06,3.31E-06,7.26E-06,6.21E-06,4.90E-06,7.36E-06,7.10E-06
"3a,7a,12a-Trihydroxy-5b-cholestan-26-al",2.44E-05,2.72E-05,3.07E-05,2.73E-05,3.13E-05,3.71E-05,4.06E-05,2.49E-05,2.33E-05,2.56E-05,2.91E-05,2.22E-05,2.62E-05,2.71E-05,2.40E-05,2.78E-05,3.58E-05,2.98E-05
Isepamicin,9.66E-06,5.51E-06,1.13E-05,3.70E-05,3.99E-05,1.80E-05,1.07E-05,1.10E-05,9.06E-06,1.87E-05,2.19E-05,2.67E-05,2.46E-05,3.44E-05,1.96E-05,7.62E-05,3.68E-05,1.48E-05
Pentadecanoic acid,1.25E-07,1.09E-07,0,1.01E-07,0,0,0,0,0,0,0,0,0,0,1.45E-07,0,0,0
2-Deoxy-D-ribitol,0.000333805,0.000305915,0.000352781,0.000372162,0.000386998,0.000383711,0.000386414,0.000324731,0.000310616,0.000302993,0.000295084,0.000270855,0.00029454,0.000301896,0.000271088,0.000291478,0.000339309,0.00031031
Simmondsin 2'-ferulate,3.93E-06,4.52E-06,3.86E-06,3.10E-06,5.97E-06,3.43E-06,2.99E-06,2.47E-06,1.89E-06,3.07E-06,5.21E-06,2.70E-06,1.04E-06,3.38E-06,2.36E-06,1.56E-06,1.50E-06,1.95E-06
"2,3-Diaminopropionic acid",1.28E-05,1.34E-05,1.33E-05,1.29E-05,1.87E-05,1.30E-05,1.28E-05,1.20E-05,1.23E-05,1.47E-05,1.57E-05,1.21E-05,1.11E-05,1.52E-05,1.09E-05,1.20E-05,1.17E-05,1.32E-05
Hallacridone,9.35E-05,0.000101033,0.000122657,0.000120655,0.000227635,0.00011281,0.000137481,5.10E-05,4.27E-05,6.05E-05,0.000108541,0.00010521,5.66E-05,8.29E-05,8.93E-05,0.000110065,0.00011644,8.39E-05
"TG(14:1(9Z)/14:1(9Z)/18:4(6Z,9Z,12Z,15Z))",3.94E-05,3.52E-05,3.98E-05,3.79E-05,4.03E-05,5.15E-05,4.51E-05,4.06E-05,4.04E-05,3.38E-05,3.38E-05,3.63E-05,1.30E-05,1.72E-05,1.23E-05,1.16E-05,1.60E-05,1.82E-05
Orotic acid,5.58E-06,5.77E-06,4.71E-06,3.83E-06,5.01E-06,5.17E-06,4.76E-06,4.65E-06,4.20E-06,5.49E-06,5.56E-06,6.46E-06,5.13E-06,4.57E-06,6.15E-06,3.55E-06,3.66E-06,7.27E-06
Cinncassiol C1 19-glucoside,0.000796485,0.000674672,0.000981815,0.00084579,0.000760706,0.001091709,0.001365209,0.000760096,0.000903338,0.000798489,0.000739427,0.000602955,0.000647635,0.000679957,0.000675102,0.000770015,0.000994858,0.000752972
"PE(20:0/22:5(4Z,7Z,10Z,13Z,16Z))",0,1.58E-07,1.88E-07,0,0,4.57E-08,8.81E-08,5.31E-09,0,0,0,0,0,0,0,0,0,0
Gynocardin,1.53E-05,1.46E-05,9.38E-06,4.48E-05,8.71E-05,1.27E-05,1.19E-05,2.08E-05,2.47E-05,7.32E-05,4.37E-05,2.31E-05,3.84E-05,3.61E-05,4.11E-05,1.95E-05,2.42E-05,4.40E-05
Cinnamaldehyde,0.00011832,0.000113222,0.000109845,0.000138781,0.000171438,0.000128582,0.000131021,0.000122469,0.00012485,0.000116038,0.000102606,8.38E-05,0.000142332,0.000125999,8.53E-05,0.000112482,0.000138351,0.000119687
35S-Methylokadaic acid 7-hexadecanoate,0.002165067,0.002511836,0.002202322,0.002629441,0.002307687,0.002402996,0.001911464,0.002871071,0.002403463,0.002799699,0.002821441,0.002648154,0.002491503,0.003227388,0.00331755,0.003214584,0.002339536,0.003063344
Cyclopassifloside II,1.98E-05,2.24E-05,1.56E-05,1.49E-05,8.67E-06,7.57E-06,2.49E-05,2.95E-05,2.40E-05,2.48E-05,2.77E-05,2.90E-05,3.86E-05,3.08E-05,3.10E-05,3.59E-05,2.70E-05,2.20E-05
alpha-Terpineol propanoate,2.46E-05,2.25E-05,2.99E-05,2.70E-05,2.66E-05,2.75E-05,2.93E-05,2.34E-05,2.46E-05,2.25E-05,1.78E-05,1.79E-05,1.68E-05,2.14E-05,2.14E-05,2.30E-05,2.60E-05,2.27E-05
Tercatain,1.97E-06,2.26E-06,1.74E-06,1.68E-06,1.49E-06,2.34E-06,8.87E-07,1.16E-06,3.64E-07,1.66E-06,2.05E-06,1.70E-06,7.38E-07,2.55E-06,1.77E-06,1.20E-06,1.05E-06,2.33E-06
APGPR Enterostatin,0,0,0,0,0,1.62E-07,0,0,0,0,2.54E-07,0,0,0,0,0,0,0
Cepanone,3.42E-06,4.51E-06,2.72E-06,2.18E-06,2.29E-06,4.43E-06,4.74E-06,1.07E-06,1.08E-06,2.71E-06,1.79E-06,2.61E-06,2.78E-06,3.51E-06,5.53E-06,1.33E-06,1.67E-06,4.65E-06
Pregnanediol-3-glucuronide,1.10E-05,1.28E-05,7.12E-06,8.50E-06,9.13E-06,9.22E-06,5.02E-06,9.37E-06,8.11E-06,9.37E-06,1.41E-05,7.61E-06,9.18E-06,1.18E-05,1.60E-05,6.89E-06,7.70E-06,8.48E-06
Momordicoside E,1.43E-05,1.42E-05,1.51E-05,5.75E-06,3.57E-06,8.23E-06,1.07E-05,1.25E-05,3.80E-06,2.53E-06,4.35E-06,7.14E-06,2.79E-06,5.78E-06,1.11E-05,1.75E-05,3.87E-06,1.03E-05
Ganglioside GA2 (d18:1/20:0),6.51E-06,5.44E-06,7.09E-06,3.14E-06,4.09E-07,1.19E-06,1.74E-06,4.81E-06,3.96E-06,3.58E-06,1.11E-06,8.72E-07,1.18E-06,2.45E-06,3.87E-06,3.51E-06,3.68E-06,2.39E-06
Colistin,1.93E-05,2.32E-05,8.55E-06,1.08E-05,1.99E-05,1.69E-05,6.33E-06,2.16E-05,1.38E-05,3.87E-06,9.80E-06,4.53E-06,7.55E-06,5.26E-06,1.71E-05,5.10E-07,2.26E-06,1.74E-06
Sphingosine,4.78E-06,4.23E-06,5.78E-06,5.21E-06,5.20E-06,5.03E-06,4.59E-06,4.51E-06,4.55E-06,4.11E-06,3.18E-06,3.73E-06,3.86E-06,4.05E-06,3.03E-06,4.80E-06,4.76E-06,4.28E-06
Dipyridamole,0.022129609,0.024167133,0.021399526,0.02185818,0.017102181,0.019863319,0.021934062,0.028058678,0.024793222,0.024910728,0.024107657,0.025028177,0.023446389,0.023192421,0.026869514,0.023425081,0.02206034,0.022176275
Perulactone,4.42E-05,2.32E-05,1.53E-05,7.80E-05,3.69E-05,4.32E-05,4.77E-05,4.89E-05,2.73E-05,1.42E-05,1.67E-05,7.11E-06,3.70E-06,1.59E-05,2.29E-05,8.22E-06,1.75E-06,6.59E-06
"17,23-Epoxy-29-hydroxy-27-norlanost-8-ene-3,15,24-trione",1.46E-06,3.84E-06,1.09E-06,7.52E-06,1.73E-06,1.68E-06,9.10E-07,1.52E-06,2.68E-06,3.26E-06,5.24E-06,3.87E-06,2.78E-06,7.35E-06,6.13E-06,3.98E-06,3.19E-06,2.39E-06
31-Hydroxy rifabutin,7.18E-06,5.82E-06,3.62E-06,5.92E-06,5.14E-06,1.55E-05,1.23E-05,6.84E-06,1.17E-06,4.51E-06,3.71E-06,1.36E-06,1.48E-06,1.08E-06,2.32E-06,2.20E-06,4.74E-07,4.69E-07
Cephaloglycin,1.08E-06,9.44E-07,1.07E-06,1.05E-06,4.78E-06,1.20E-06,1.30E-06,8.82E-07,1.92E-06,5.82E-06,3.55E-06,1.66E-06,1.11E-06,2.82E-06,2.18E-06,9.27E-07,1.19E-06,1.46E-06
Glycyl-Serine,1.27E-05,9.83E-06,1.04E-05,1.67E-05,1.96E-05,1.21E-05,1.01E-05,1.74E-05,1.42E-05,5.14E-06,4.74E-06,6.10E-06,6.14E-06,4.97E-06,4.68E-06,5.80E-06,6.08E-06,5.86E-06
Lacto-N-triaose,9.19E-06,8.35E-06,6.33E-06,4.17E-06,5.63E-06,9.26E-06,9.19E-06,6.82E-06,8.70E-06,8.32E-06,7.34E-06,9.11E-06,7.87E-06,1.15E-05,8.90E-06,6.10E-06,1.11E-05,1.03E-05
Glucinol,0.000121022,0.000395648,0.000178823,0.000149697,0.000214834,0.000121666,0.000171445,0.000181611,9.86E-05,0.000135876,0.000137375,0.000236495,0.000154779,0.000187608,0.000123416,0.000180975,0.000129813,0.000312353
L-a-glutamyl-L-Lysine,4.82E-06,1.04E-05,8.49E-06,2.63E-06,3.01E-06,5.03E-06,8.42E-06,2.99E-06,4.70E-06,3.44E-06,2.64E-06,2.17E-06,1.87E-06,3.02E-06,6.59E-06,2.44E-06,3.18E-06,2.63E-06
6-Methylnicotinamide,0.000125427,0.000130912,0.000127014,0.000121533,9.78E-05,0.000139703,0.000137481,0.00010121,9.19E-05,0.00019663,0.000168428,0.000152122,0.000116813,0.000137589,0.000153218,0.000147674,0.000187469,0.000121758
PE(22:1(13Z)/24:1(15Z)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valyl-Hydroxyproline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-Methylphenyl dodecanoate,4.87E-06,4.27E-06,2.05E-05,7.59E-06,7.22E-06,9.81E-06,8.70E-06,5.83E-06,5.71E-06,8.73E-06,1.00E-05,2.36E-05,6.50E-06,1.33E-05,6.84E-06,2.88E-05,9.98E-06,6.64E-06
"(7b,10a)-3-Hydroxy-1,3,5-cadinatrien-9-one",1.64E-05,1.57E-05,2.24E-05,2.15E-05,1.68E-05,2.02E-05,2.12E-05,1.39E-05,1.36E-05,1.04E-05,9.11E-06,8.91E-06,8.99E-06,8.90E-06,1.10E-05,1.18E-05,1.14E-05,1.21E-05
N2-Fructopyranosylarginine,0.000577899,0.000491687,0.000656909,0.000584739,0.000408807,0.000502874,0.000561089,0.000465362,0.000457374,0.00042082,0.000290204,0.000363942,0.000310414,0.000428614,0.000442952,0.000375156,0.000383411,0.000384451
"1-(9Z,12Z,15Z-octadecatrienoyl)-glycero-3-phosphate",1.08E-05,4.61E-06,2.43E-06,1.36E-05,1.03E-05,3.37E-06,3.07E-06,4.19E-06,2.46E-06,3.07E-06,1.08E-06,9.61E-07,5.58E-08,9.03E-07,2.45E-06,5.62E-07,6.12E-09,2.46E-07
gamma-Eudesmol rhamnoside,0,0,0,0,0,5.09E-08,1.07E-08,0,1.09E-05,0,0,0,0,0,0,0,0,0
(Z)-9-Cycloheptadecen-1-one,6.29E-07,1.01E-07,7.69E-07,3.28E-07,6.28E-07,4.25E-07,5.08E-07,1.37E-07,5.24E-07,3.20E-07,7.00E-07,6.79E-07,1.26E-07,3.92E-07,1.09E-06,3.76E-07,1.95E-07,1.39E-07
Soyasaponin I,3.03E-05,2.08E-05,2.33E-05,2.27E-05,1.83E-05,2.33E-05,4.09E-05,3.64E-05,3.40E-05,5.37E-05,4.41E-05,3.95E-05,4.24E-05,4.14E-05,3.06E-05,5.77E-05,4.57E-05,3.47E-05
3-Sulfodeoxycholic acid,5.71E-06,6.56E-06,5.85E-06,4.95E-06,4.08E-06,3.46E-06,2.87E-06,7.37E-06,6.79E-06,5.51E-06,4.33E-06,4.04E-06,3.48E-06,5.46E-06,4.77E-06,6.22E-06,5.33E-06,6.11E-06
N-Oleoyl tyrosine,5.83E-05,8.26E-05,5.75E-05,5.11E-05,4.77E-05,6.27E-05,4.68E-05,7.16E-05,4.70E-05,4.31E-05,4.30E-05,4.19E-05,3.15E-05,5.17E-05,5.69E-05,4.23E-05,3.27E-05,3.66E-05
Physagulin E,6.11E-06,6.46E-06,7.12E-06,7.62E-06,6.92E-06,7.93E-06,6.72E-06,6.97E-06,7.00E-06,5.05E-06,5.36E-06,7.15E-06,6.62E-06,6.76E-06,5.81E-06,6.54E-06,6.62E-06,5.97E-06
"PC(18:3(6Z,9Z,12Z)/22:0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(R)-4'-phosphonatopantothenate(3-),1.56E-06,5.81E-07,1.11E-06,5.13E-06,1.45E-05,6.81E-07,1.23E-06,3.09E-06,4.26E-06,0,0,1.72E-09,0,0,0,1.76E-08,0,0
Crithmumdiol,8.22E-06,6.68E-06,1.00E-05,1.13E-05,1.06E-05,8.66E-06,1.07E-05,9.24E-06,9.20E-06,9.47E-06,8.38E-06,1.13E-05,9.64E-06,1.11E-05,6.33E-06,1.42E-05,1.18E-05,9.36E-06
5'-Methoxy-O-desmethylangolensin,1.55E-06,7.85E-07,7.94E-06,4.33E-07,1.43E-05,3.94E-07,1.18E-07,2.78E-08,1.62E-07,1.64E-07,1.25E-06,5.81E-06,1.53E-08,2.94E-07,5.47E-07,5.11E-08,1.71E-08,2.12E-08
"Thiophene-4,5-epoxide",7.71E-06,7.75E-06,6.84E-06,7.68E-06,9.73E-06,8.02E-06,8.24E-06,7.43E-06,8.12E-06,6.37E-06,4.88E-06,8.13E-06,5.70E-06,7.12E-06,6.58E-06,5.61E-06,6.41E-06,7.00E-06
Methyl dihydrojasmonate,5.22E-08,2.20E-07,1.26E-07,8.15E-08,3.13E-07,6.41E-08,4.36E-08,6.51E-08,1.78E-08,0,2.46E-09,5.82E-11,1.99E-08,2.42E-08,9.28E-08,8.96E-09,0,1.23E-08
Tyromycic acid,0,0,0,0,0,0,0,0,1.17E-08,1.19E-09,0,0,0,0,0,0,0,0
5-Acetoxydihydrotheaespirane,0.000118288,0.000115888,0.00013236,0.000140406,0.000139686,0.000131196,0.000160807,0.000132394,0.000116731,0.000110424,0.000122579,0.000110799,0.000114687,0.000112522,0.00010452,0.000136456,0.000140336,0.000132137
3-Methyl-alpha-ionyl acetate,1.71E-05,1.78E-05,2.18E-05,2.05E-05,1.45E-05,1.77E-05,1.84E-05,2.08E-05,2.11E-05,4.59E-06,6.53E-06,5.49E-06,5.72E-06,7.33E-06,1.38E-05,5.74E-06,8.08E-06,1.21E-05
Kudzusaponin SA4,0.001416287,0.001416902,0.001877048,0.002102018,0.001735084,0.00139767,0.001249601,0.000961291,0.000712979,0.000684263,0.000671738,0.001129604,0.001414776,0.001258606,0.001180094,0.002341333,0.001987612,0.001680888
"1alpha,3beta,22R-Trihydroxyergosta-5,24E-dien-26-oic acid 3-O-b-D-glucoside 26-O-b-D-glucosyl ester",7.46E-06,8.86E-06,1.12E-05,2.70E-05,2.48E-05,1.53E-05,8.56E-06,1.34E-05,1.68E-05,3.15E-05,2.42E-05,2.56E-05,2.22E-05,3.76E-05,3.57E-05,2.97E-05,2.03E-05,3.39E-05
Neuromedin B (1-3),2.69E-06,2.09E-06,1.52E-06,3.08E-06,1.32E-06,2.51E-06,2.54E-06,2.40E-06,1.95E-06,1.79E-06,6.67E-07,1.64E-06,1.20E-06,1.31E-06,1.89E-06,1.42E-06,3.36E-07,2.40E-07
Perindopril,5.01E-06,8.95E-06,4.85E-06,3.48E-06,5.60E-06,3.93E-06,4.79E-06,7.36E-06,7.52E-06,2.60E-06,3.53E-06,3.02E-06,1.98E-06,4.75E-06,3.26E-06,1.18E-06,2.07E-06,4.18E-06
Hovenoside D,2.23E-05,1.89E-05,2.46E-05,2.58E-05,2.90E-05,2.12E-05,2.11E-05,1.60E-05,1.90E-05,1.57E-05,1.98E-05,1.76E-05,1.25E-05,1.18E-05,1.38E-05,1.74E-05,1.27E-05,1.44E-05
Sclareapinone,1.43E-05,1.42E-05,1.63E-05,1.55E-05,1.45E-05,1.49E-05,1.62E-05,1.27E-05,1.46E-05,1.44E-05,1.27E-05,1.31E-05,1.38E-05,1.38E-05,1.31E-05,1.54E-05,1.50E-05,1.35E-05
3-(2-Heptenyloxy)-2-hydroxypropyl undecanoate,1.69E-05,1.81E-05,1.87E-05,1.54E-05,1.61E-05,1.54E-05,1.71E-05,1.52E-05,1.80E-05,1.35E-05,1.23E-05,1.05E-05,1.43E-05,1.61E-05,1.44E-05,1.53E-05,1.52E-05,1.42E-05
Isoleucyl-Lysine,5.35E-07,1.72E-07,0,0,0,0,4.15E-07,0,2.29E-07,0,0,0,0,2.66E-07,8.32E-11,0,1.81E-07,1.53E-07
Docosapentaenoic acid (22n-6),1.01E-07,3.66E-07,0,1.54E-07,0,0,0,1.92E-07,3.07E-09,0,0,2.56E-07,0,0,0,2.03E-07,9.62E-08,2.38E-07
Tetracosanoic acid,8.70E-06,7.78E-06,6.10E-06,5.68E-06,7.72E-06,7.57E-06,6.32E-06,4.20E-06,4.24E-06,3.00E-06,4.89E-06,5.57E-06,3.79E-06,3.35E-06,3.79E-06,3.82E-06,5.38E-06,4.99E-06
(S)-Nerolidol 3-O-[a-L-Rhamnopyranosyl-(1->4)-a-L-rhamnopyranosyl-(1->2)-[a-L-rhamnopyranosyl-(1->6)]-b-D-glucopyranoside],1.94E-05,2.32E-05,1.71E-05,2.06E-05,1.53E-05,1.85E-05,1.87E-05,2.18E-05,1.62E-05,2.13E-05,2.11E-05,1.92E-05,2.03E-05,1.93E-05,2.21E-05,2.20E-05,2.12E-05,1.97E-05
Armillaric acid,0,0,0,0,0,0,0,0,0,0,0,0,6.34E-08,0,0,0,0,0
Mauritine A,1.82E-06,1.47E-06,6.70E-06,4.75E-06,5.08E-06,2.00E-06,1.33E-06,7.78E-07,4.14E-06,5.03E-06,1.74E-06,6.53E-06,4.16E-06,1.70E-05,1.62E-06,3.94E-06,3.65E-07,6.49E-06
1-Formylneogrifolin,1.92E-07,5.03E-07,0,7.02E-08,1.88E-07,6.74E-08,0,4.00E-07,1.98E-07,2.38E-08,7.01E-09,1.03E-07,0,1.17E-07,1.99E-07,0,2.49E-07,0
Candicidin,9.24E-05,0.000118343,4.85E-05,0.000153501,5.85E-05,7.32E-05,3.38E-05,0.000233041,4.98E-05,0.000156406,8.65E-05,0.000126431,9.41E-05,0.000111467,0.000288467,5.76E-05,0.000110434,0.000187051
Fasciculic acid B,1.08E-05,9.82E-06,1.53E-05,1.17E-05,1.47E-05,1.39E-05,2.16E-05,1.65E-05,1.28E-05,1.28E-05,1.43E-05,1.73E-05,1.91E-05,2.40E-05,1.85E-05,2.46E-05,2.02E-05,1.90E-05
Deoxycytidine,1.18E-05,8.83E-06,1.25E-05,1.84E-05,2.18E-05,1.25E-05,1.48E-05,1.25E-05,1.84E-05,1.97E-05,1.98E-05,2.39E-05,1.95E-05,2.38E-05,1.87E-05,2.49E-05,2.25E-05,2.56E-05
Uridine diphosphate glucose,0.00021522,0.000203536,0.000190983,0.000230568,0.000299345,0.00019711,0.000168485,0.000222494,0.000233168,0.000331776,0.000357605,0.000192247,0.000218896,0.00026544,0.000223786,0.000243266,0.000212264,0.000297884
"13,14-Dihydro-15-keto PGF2a",0.001466881,0.001592532,0.00067164,0.000834389,0.000763479,0.000978202,0.000142741,0.000326779,0.000427102,0.000307881,0.000475697,0.000126714,0.000777269,0.00023065,0.000767838,0.000950952,0.000102799,5.44E-05
Vanilloloside,5.92E-05,6.50E-05,8.64E-05,5.23E-05,8.83E-05,6.15E-05,5.23E-05,4.45E-05,3.59E-05,7.08E-05,0.000115037,2.63E-05,1.44E-05,7.29E-05,5.39E-05,3.28E-05,2.30E-05,4.39E-05
Acetaldehyde hexyl isoamyl acetal,7.86E-06,7.63E-06,5.39E-06,2.02E-06,8.34E-07,5.46E-06,5.82E-06,4.65E-06,9.85E-07,0,0,0,0,0,0,0,0,0
Hydroxyhomodestruxin B,0,2.09E-07,4.04E-07,4.57E-05,5.80E-07,2.61E-06,2.47E-06,1.37E-07,0,0,3.86E-07,0,0,9.53E-08,0,5.67E-07,0,8.15E-07
3'-Hydroxybuspirone,4.25E-06,2.20E-06,2.42E-06,5.52E-06,8.34E-06,3.32E-06,9.53E-06,7.76E-06,8.47E-06,2.56E-07,2.42E-07,0,0,0,0,0,0,0
O-Desmethyl-tramado glucuronide,1.63E-06,1.82E-06,2.93E-06,4.10E-06,7.91E-06,2.99E-06,2.13E-06,6.17E-06,9.46E-07,6.80E-06,6.20E-06,1.59E-05,1.07E-05,3.58E-05,4.24E-06,1.37E-06,2.33E-06,1.01E-05
Gingerglycolipid A,9.31E-06,1.24E-05,7.26E-06,1.10E-05,1.21E-05,8.20E-06,7.11E-06,9.18E-06,1.08E-05,5.36E-06,8.73E-06,8.13E-06,8.58E-06,7.99E-06,9.54E-06,8.99E-06,9.32E-06,1.07E-05
11-Oxo-androsterone glucuronide,7.35E-06,6.44E-06,6.71E-06,5.26E-06,6.37E-06,9.10E-06,8.30E-06,7.99E-06,6.11E-06,2.79E-06,3.99E-06,3.02E-06,2.96E-06,3.17E-06,2.89E-06,2.69E-06,3.58E-06,1.81E-06
16a-hydroxy DHEA 3-sulfate,1.49E-05,1.52E-05,1.38E-05,3.23E-05,1.89E-05,1.80E-05,1.03E-05,1.16E-05,1.22E-05,8.69E-06,3.93E-06,8.12E-06,5.82E-06,7.46E-06,8.13E-06,5.75E-06,3.31E-06,4.74E-06
"2,3-Diacetoxypropyl stearate",1.38E-05,1.29E-05,1.62E-05,1.56E-05,1.41E-05,1.54E-05,1.45E-05,1.32E-05,1.25E-05,1.34E-05,1.20E-05,1.25E-05,1.51E-05,1.55E-05,1.01E-05,1.53E-05,1.43E-05,1.34E-05
Pimozide,1.69E-05,1.96E-05,1.97E-05,2.50E-05,2.48E-05,2.23E-05,2.25E-05,1.76E-05,1.95E-05,1.83E-06,2.42E-06,1.56E-06,9.86E-07,1.75E-06,2.01E-06,4.10E-06,2.91E-06,2.41E-06
"5beta-Cholestane-3alpha,7alpha,24,26-tetrol",8.84E-05,0.000143822,0.000140023,8.85E-05,7.65E-05,0.000123179,0.000129844,7.88E-05,9.38E-05,0.000109757,0.000137844,0.000112394,0.000141144,0.000132405,0.000245616,0.000148913,0.000172868,0.00016832
Amaranthussaponin III,3.89E-05,3.86E-05,4.34E-05,4.53E-05,5.02E-05,5.34E-05,5.69E-05,4.34E-05,5.28E-05,5.04E-05,4.76E-05,4.86E-05,5.25E-05,5.50E-05,4.13E-05,5.38E-05,5.87E-05,5.46E-05
"3,3',4'-Trihydroxyflavone 3-O-[a-L-rhamnopyranosyl-(1->2)[a-L-rhamnopyranosyl-(1->6)]-b-D-glucopyranoside]",6.96E-06,8.61E-06,3.08E-06,6.45E-06,9.26E-06,9.72E-06,5.31E-06,1.21E-05,1.31E-05,4.65E-06,7.22E-06,1.57E-05,3.23E-06,8.06E-06,9.85E-06,1.06E-05,1.26E-05,1.36E-05
Myricanol 5-[arabinosyl-(1->6)-glucoside],2.16E-05,1.65E-05,7.10E-05,0.000398224,1.91E-05,0.000118102,2.32E-05,4.75E-05,2.79E-05,4.61E-06,4.16E-05,0.00026218,3.27E-05,4.85E-05,2.51E-05,0.000580336,0.000172453,1.27E-05
Spinacoside C,1.70E-06,1.07E-05,2.57E-06,4.71E-06,1.85E-06,4.36E-06,1.05E-06,1.98E-06,7.99E-07,1.06E-06,4.45E-06,4.71E-06,8.92E-06,4.11E-06,7.34E-07,3.52E-06,6.40E-06,3.71E-06
LysoPE(0:0/20:1(11Z)),1.40E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Petasinoside,1.90E-06,3.75E-06,3.30E-06,3.01E-06,1.37E-06,2.61E-06,1.49E-06,2.28E-06,1.71E-06,2.30E-06,1.03E-06,2.34E-06,4.04E-07,7.84E-07,2.25E-06,1.35E-06,2.28E-06,6.43E-07
Bn-NCC-2,1.19E-05,1.23E-05,1.55E-05,7.34E-06,6.68E-06,1.88E-05,2.23E-05,8.82E-06,1.31E-05,6.70E-06,9.48E-06,5.14E-06,4.70E-06,4.44E-06,8.63E-06,3.89E-06,9.18E-06,5.35E-06
beta-Casomorphin (1-6),3.87E-05,3.53E-05,5.07E-05,3.85E-05,3.23E-05,5.38E-05,6.82E-05,3.67E-05,4.25E-05,3.15E-05,3.26E-05,2.30E-05,2.35E-05,2.49E-05,3.20E-05,2.84E-05,4.03E-05,2.88E-05
Vescalin,5.20E-06,5.00E-06,4.09E-06,3.96E-06,5.60E-06,4.74E-06,3.84E-06,3.80E-06,3.73E-06,4.80E-06,6.93E-06,4.47E-06,2.11E-06,6.92E-06,3.61E-06,3.15E-06,2.28E-06,4.70E-06
Aspartylglycosamine,8.06E-06,1.02E-05,9.18E-06,8.32E-06,1.11E-05,5.98E-06,6.49E-06,7.84E-06,6.85E-06,8.32E-06,4.70E-06,2.55E-06,5.88E-06,6.28E-06,4.47E-06,4.28E-06,6.36E-06,6.89E-06
Ethylsuberenol,2.11E-07,4.44E-07,1.70E-07,1.20E-06,2.87E-06,3.45E-07,0,4.52E-07,1.74E-07,0,3.51E-07,0,0,0,9.26E-08,1.08E-07,0,0
Benazeprilat,0.000191165,0.00017687,0.0001571,7.49E-05,0.000113361,0.000175395,0.000190519,0.000182859,0.000202723,0.000128939,0.000127439,0.000137109,0.00010713,0.000170757,0.000135675,0.000118153,0.000160467,0.00016274
N-Carbamoylputrescine,4.52E-06,4.07E-06,5.02E-06,4.11E-06,3.72E-06,3.67E-06,3.68E-06,3.70E-06,3.06E-06,2.48E-06,3.60E-06,3.39E-06,2.90E-06,3.21E-06,2.81E-06,2.79E-06,2.80E-06,2.72E-06
PE(15:0/P-18:1(11Z)),8.34E-06,2.63E-06,5.20E-06,4.76E-06,3.24E-06,7.91E-06,1.03E-05,1.03E-05,5.37E-06,2.48E-06,4.33E-06,2.05E-06,6.42E-07,3.57E-06,4.40E-06,7.52E-06,3.19E-06,4.38E-06
